median,lci,uci,efficiency,failure_to_report,insurance_loss
13702.81138856674,2805.351267308649,28237.134752660935,0.07,0.8300000000000001,9330817.4053379
13867.905501682078,2839.150680167668,28577.341195464138,0.07,0.8400000000000001,9443236.8921492
14032.999614797242,2872.9500930269137,28917.547638267228,0.07,0.8500000000000001,9555656.378960501
14198.093727912521,2906.7495058860486,29257.754081070314,0.07,0.86,9668075.8657718
14363.187841027742,2940.548918745184,29597.96052387351,0.07,0.87,9780495.3525831
14528.28195414308,2974.34833160443,29938.16696667672,0.07,0.88,9892914.8393944
14693.376067258301,3008.1477444634515,30278.373409479915,0.07,0.89,10005334.326205699
14858.470180373522,3041.947157322464,30618.57985228289,0.07,0.9,10117753.813017
8226.257867021894,1684.1465797094017,16951.700298162723,0.08,0.5,5601603.051360001
8390.783024362347,1717.8295113035538,17290.73430412598,0.08,0.51,5713635.112387201
8555.308181702858,1751.5124428977085,17629.768310089352,0.08,0.52,5825667.173414401
8719.833339043253,1785.1953744920875,17968.802316052494,0.08,0.53,5937699.234441602
8884.358496383706,1818.8783060862422,18307.836322015864,0.08,0.54,6049731.295468802
9048.8836537241,1852.5612376803942,18646.870327978897,0.08,0.55,6161763.356496002
9213.408811064553,1886.244169274549,18985.904333942377,0.08,0.56,6273795.417523202
9377.933968404948,1919.9271008687008,19324.93833990541,0.08,0.5700000000000001,6385827.4785504015
